iter	Logloss
804	0.08153117044
805	0.08148173196
806	0.08138476236
807	0.08134270259
808	0.08123399462
809	0.0811530195
810	0.08103573935
811	0.08095827375
812	0.08089141846
813	0.08083902087
814	0.08066109794
815	0.08052204132
816	0.08039297921
817	0.08029634748
818	0.08016623906
819	0.08011421204
820	0.08002111162
821	0.07990880694
822	0.07980692182
823	0.07970019749
824	0.07960779463
825	0.07953446524
826	0.07950027466
827	0.07942778451
828	0.07937042781
829	0.079250897
830	0.07918100085
831	0.07908074515
832	0.07893029349
833	0.07887651716
834	0.07883831569
835	0.07877998897
836	0.07865139008
837	0.07855375562
838	0.07854549953
839	0.07847015381
840	0.07844274248
841	0.07839665004
842	0.07827159882
843	0.07822305407
844	0.07815374647
845	0.07808497293
846	0.07802754538
847	0.07800379617
848	0.07795631409
849	0.07786763872
850	0.07783238002
851	0.07771473476
852	0.07768293653
853	0.0776379994
854	0.07751544952
855	0.07741212027
856	0.07733298165
857	0.07728160858
858	0.07720045907
859	0.07710975647
860	0.07700557164
861	0.07693432944
862	0.07680543082
863	0.07674546378
864	0.07665723528
865	0.07657455444
866	0.07643081665
867	0.07642140525
868	0.07634729658
869	0.0762292535
870	0.07621424539
871	0.07612877982
872	0.07601887294
873	0.07591952733
874	0.07584085192
875	0.07575150626
876	0.07572869437
877	0.07567626953
878	0.07558044979
879	0.07549793788
880	0.07541432517
881	0.0753635897
882	0.07523713248
883	0.07522250039
884	0.07515705654
885	0.075088174
886	0.07504376003
887	0.07493035453
888	0.07491642543
889	0.07488419669
890	0.07483476911
891	0.0747907802
892	0.07472257342
893	0.07460716248
894	0.07452599662
895	0.07451004028
896	0.07441020966
897	0.07436723982
898	0.07430632455
899	0.07424862453
900	0.07417506627
901	0.07414936611
902	0.07408319201
903	0.07397943224
904	0.07392110007
905	0.07384391785
906	0.07377598354
907	0.07375419072
908	0.07366927011
909	0.07366014753
910	0.07363572257
911	0.07360590254
912	0.07356409345
913	0.07354014805
914	0.07348244258
915	0.07338988168
916	0.07333630153
917	0.07328090123
918	0.07314867292
919	0.07309896742
920	0.07301782881
921	0.0728982326
922	0.0728862054
923	0.07280507769
924	0.07277121408
925	0.07273020063
926	0.07267944336
927	0.07260577611
928	0.07246327536
929	0.07239177159
930	0.07237136841
931	0.07228488922
932	0.0722769601
933	0.07211874826
934	0.07208772932
935	0.07206876482
936	0.07198437282
937	0.07192615509
938	0.07185950688
939	0.07174688612
940	0.07168394906
941	0.07164105007
942	0.07157842909
943	0.07144361768
944	0.07135048458
945	0.07131710597
946	0.07130696978
947	0.07117239271
948	0.07114619664
949	0.07102858952
950	0.07095715659
951	0.07084873744
952	0.07075941903
953	0.07068783351
954	0.07053264073
955	0.07041755131
956	0.07038534437
957	0.07030708313
958	0.07024498531
959	0.07018414089
960	0.07017112187
961	0.07010372707
962	0.07001882281
963	0.06992076329
964	0.0698323822
965	0.06974575588
966	0.06967316764
967	0.06956005641
968	0.06951284681
969	0.06938697815
970	0.06937725612
971	0.06933762687
972	0.06925609044
973	0.06922330584
974	0.06921076093
975	0.06919505528
976	0.0691469356
977	0.06912639073
978	0.06910621643
979	0.06907492501
980	0.06899582999
981	0.06894015721
982	0.06888258253
983	0.06882478986
984	0.06874699729
985	0.0686996569
986	0.06863139016
987	0.06858071463
988	0.06849601746
989	0.06840488979
990	0.06832039969
991	0.06829460689
992	0.06818708147
993	0.0680443355
994	0.06798969269
995	0.06791850499
996	0.06790074485
997	0.06785620008
998	0.06779848916
999	0.06770515442
