iter	Logloss
0	0.6799255044
1	0.6691579051
2	0.6570221882
3	0.6476165404
4	0.6374090214
5	0.6270609736
6	0.6162115526
7	0.6043997376
8	0.5931109126
9	0.583297755
10	0.572625093
11	0.5636446123
12	0.5531735823
13	0.5437750952
14	0.532895731
15	0.5245950019
16	0.515499832
17	0.507886767
18	0.5003180041
19	0.4916034391
20	0.4825957237
21	0.47369978
22	0.4662196991
23	0.4581239536
24	0.4496819255
25	0.4405205714
26	0.4321444331
27	0.4248159785
28	0.4179380981
29	0.4113918493
30	0.4055747333
31	0.3993460975
32	0.3916148907
33	0.3861067681
34	0.380337981
35	0.3749928844
36	0.3702132165
37	0.3643089851
38	0.3583245291
39	0.3519940822
40	0.3446904442
41	0.3396018128
42	0.3349755805
43	0.3303744473
44	0.3252233959
45	0.32044365
46	0.3168407524
47	0.3127553505
48	0.3081809829
49	0.3024631268
50	0.2978133731
51	0.2932808824
52	0.2885186936
53	0.2841257296
54	0.2791408405
55	0.275349503
56	0.271493259
57	0.2673680655
58	0.2633452396
59	0.2600249844
60	0.2553051677
61	0.2516302176
62	0.2477270779
63	0.2450588414
64	0.2416227084
65	0.238383293
66	0.2353483794
67	0.2327120529
68	0.2298766712
69	0.2264049811
70	0.2228627703
71	0.219564253
72	0.2169769825
73	0.2136662602
74	0.2109187114
75	0.2080714968
76	0.2049210856
77	0.2025023295
78	0.1997482247
79	0.1965902976
80	0.1941453553
81	0.1917414526
82	0.189251102
83	0.1869531536
84	0.184743475
85	0.1825192701
86	0.1802016996
87	0.1780368892
88	0.1758901998
89	0.1735562345
90	0.1714553286
91	0.1684248657
92	0.1660236413
93	0.1641581547
94	0.1621112805
95	0.1602560025
96	0.1580843855
97	0.1562958519
98	0.1541149054
99	0.1522829533
100	0.1507098814
101	0.1485550883
102	0.146925429
103	0.1450809101
104	0.1434299532
105	0.1418092549
106	0.1402124802
107	0.1384251656
108	0.1369708351
109	0.1356715844
110	0.1342158453
111	0.1328870119
112	0.1315686958
113	0.1300167404
114	0.1288673041
115	0.1277030205
116	0.1260783642
117	0.1246317417
118	0.1232970544
119	0.1217198114
120	0.1206212885
121	0.1192902867
122	0.1181463731
123	0.1171255699
124	0.1163522104
125	0.1154054748
126	0.1139581083
127	0.1127192837
128	0.1116522391
129	0.1105448536
130	0.1097062091
131	0.1085244672
132	0.1077067073
133	0.1067149227
134	0.1058141843
135	0.104784865
136	0.1039250986
137	0.1028425342
138	0.1019969964
139	0.1010256454
140	0.1002404688
141	0.09947312725
142	0.0984519541
143	0.09749503061
144	0.09673690346
145	0.09590499863
146	0.09503344414
147	0.09402296379
148	0.09313517633
149	0.09234909958
150	0.09169052207
151	0.09052410477
152	0.08972066873
153	0.08887087384
154	0.08770960933
155	0.08692910202
156	0.08618585594
157	0.08557209116
158	0.08488367821
159	0.08399775606
160	0.08342455627
161	0.08279492007
162	0.08219948769
163	0.08160435461
164	0.08063804625
165	0.07987382138
166	0.07933026044
167	0.07876925842
168	0.07811713785
169	0.07739709504
170	0.07688512284
171	0.07617544319
172	0.07543289344
173	0.07489133337
174	0.07425653923
175	0.07381012304
176	0.07335164946
177	0.07275343345
178	0.07219589828
179	0.07168587835
180	0.07124164985
181	0.07044195755
182	0.07002062029
183	0.06956902036
184	0.06907412446
185	0.06857614446
186	0.06805784337
187	0.06745918557
188	0.06680940068
189	0.06614150533
190	0.06572608165
191	0.06532194124
192	0.06476948403
193	0.06428671983
194	0.06400329313
195	0.06344241491
196	0.06304173402
197	0.06255606692
198	0.06198013924
199	0.06137566288
