ree,support,confidence,error
0(t0)^0(t1) ^ t0.LATE_AIRCRAFT_DELAY=t1.LATE_AIRCRAFT_DELAY->t0.SECURITY_DELAY=t1.SECURITY_DELAY,0.008045202222222223,0.9918891928508512,"8712,13435,29644,20301,23387,3676,4094,6687,26897,21347,29692,7159,12533,21526"
0(t0)^0(t1) ^ t0.AIR_SYSTEM_DELAY=t1.AIR_SYSTEM_DELAY->t0.SECURITY_DELAY=t1.SECURITY_DELAY,0.007859406666666667,0.9975258813624576,"12533,7159,20301,21347,29644,8712,23387,6687,21526,26897,13435,29692,4094,3676"
0(t0)^0(t1) ^ t0.AIRLINE_DELAY=t1.AIRLINE_DELAY->t0.SECURITY_DELAY=t1.SECURITY_DELAY,0.007072971111111111,0.9899140537672466,"21526,8712,21347,4094,13435,29644,26897,20301,6687,3676,23387,12533,7159,29692"
0(t0)^0(t1) ^ t0.DISTANCE=t1.DISTANCE ^ t0.DESTINATION_AIRPORT=t1.DESTINATION_AIRPORT->t0.ORIGIN_AIRPORT=t1.ORIGIN_AIRPORT,0.00044466444444444446,0.9687959950422186,"1242,22275,24043,5318,17931,27051,21664,14937,12236,22933,20176,5108,3366,18672,23587,19608,400,20988,9520,26898,7932,28150,2261,21559,10311,27974,3522,2715,25764,4679,2396,8476,25324,5640,24357,18069,7842,253,5276,19532,12861,5901,6896,10370,5541,24002,28581,22629,29943,14879,24807,59,18732,28240,25465,2595,29683,1988,7811,26961,9105,11210,5644,3210,9364,12754,29578,17371,26835,12391,23604,14594,4096,13959,5957,15177,2153,24848,28095,19904,15896,142,8650,15368,6647,2290,4776,16691,10045,19769,22890,15025,25831,26729,3852,7409,2939,9565,449,3888,16698,18793,1761,16155,20471,22353,25215,1135,11887,10,28875,409,15213,3203,22024,12574,19569,4343,24625,6625,2104,25795,9777,21499,22974,23937,23855,18816,29845,4793,18859,23566,18877,10361,11121,17610,15995,25704,7526,17887,7247,20926,11425,2729,10889,6076,19990,9955,13457,11933,14245,24857,1126,4129,3063,837,14523,27448,2423,29197,18704,1282,4041,14979,14789,18380,13121,8136,13225,19230,23237,23296,19346,2255,398,19981,18726,2305,3879,19127,13430,3831,8221,18014,18140,17667,4381,7308,28630,12689,25432,18173,16526,3547,2401,27057,11851,5290,24222,21925,25792,27272,27310,344,16804,19023,11407,21905,505,5007,22884,26574,26305,23176,29479,25823,8937,24013,3939,18993,3255,28976,8975,23846,10497,8082,28662,26120,25096,255,9412,20535,20788,5721,21716,16067,12635,19336,18398,18076,2265,9220,16300,21326,1487,6886,1097,18396,24440,7462,27296,8480,8118,10387,22475,23069,10492,12349,12171,9390,23596,29025,22284,29834,6907,243,25033,21802,23578,18344,11940,13088,27976,16716,18921,10655,28163,10238,22755,20542,3588,807,7371,2522,20915,20383,19635,21021,8141,29228,26217,17142,22849,4416,14438,2008,13777,27663,3276,15027,543,10786,7870,1086,22361,2050,28968,26925,15599,15014,26629,15990,27938,9011,18074,2741,21781,2555,11021,19567,25477,2254,17828,19534,28535,6083,19362,1507,22638,26107,15409,4475,19701,25558,29702,28628,23252,9557,5996,14615,18582,12216,19403,1697,4006,5211,27861,19707,26439,10664,9509,16134,13734,12974,8735,19342,23015,3741,6553,21945"
0(t0)^0(t1) ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.DISTANCE=t1.DISTANCE ^ t0.CANCELLATION_REASON=B->t0.ORIGIN_AIRPORT=t1.ORIGIN_AIRPORT,0.0082,0.9534883720930233,"27504,28429,10557,1625,4731,2974,8492,1557,12685,4744,26640,24731,29242,1471,2452,29173,28320,11584,3508,7506,16449,19657,10465,14741,28305,5199,16460,23089,25571,14283,29998,3390,11216,5282,29193,21607,13863,4834,24880,17085,11518,14352,27243,22142,13022,29880,15744,23671,10049,22814,29198,13439,3295,15366,5020,10504,29660,276,19515,21695,22197,25330,21304,10360,19119,4352,19147,26392,16293,29760,2487,4385,24764,23278,10780,22618,26670,1753,10834,9813,25009,41,11478,22683,9572,2861,4559"
0(t0)^0(t1) ^ t0.ORIGIN_AIRPORT=t1.ORIGIN_AIRPORT ^ t0.DESTINATION_AIRPORT=t1.DESTINATION_AIRPORT->t0.DISTANCE=t1.DISTANCE,0.00044466444444444446,0.9961121067303863,"10448,13372,22039,2331,25635,25961,17477,12689,16992,16691,24447,27584,7263,8082,8617,21997,11331,10500,16620,14233,23995,20765,10168,21694,18014,4475,27239,17060,10224,18074,4358,15652,7753,22091,17036,19757,6037,17421,5186,1282,15094,6246,19190,5640,8709,2132,7455,17563,16875,11071,15778,9817,12616,26107,22846,5637,12208,19013,14121,20145,11604,21431,10484,15964,6373,21244,22506,21480,19733,24180,14414,11834,9509,17121,17858,1584,8648,9520,18816,25003,21205,20918,12913,9192,17033,10479,26136,19723,13203,14115,20207,24145,7673,9989,22869,2709,17866"
0(t0)^0(t1) ^ t0.ORIGIN_AIRPORT=t1.ORIGIN_AIRPORT ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.CANCELLATION_REASON!=->t0.DISTANCE=t1.DISTANCE,0.0094,0.9791666666666666,"2686,1363,15759,10643,15144,26501,394,4935,7513,6739,6411,26128,29206,23907,9309,14668,2797,19515,17917,22304,23204,1544,16779,10780,29610,6770,8773,21134,22375,6197,14136,23634,15369,19445,4519,1490,6816,28429,23815,22858,19956,14477,2709,2406,16189,1239,28412,19196,25126,24093,13923,2837,16875,3572,15479,6792,13974,5522,9464,10252,26746,4595,15835,3290,18463,21522,10556,16348,25684,20240,29049,18844,18077,10601,2094,9031"
0(t0)^0(t1) ^ t0.ORIGIN_AIRPORT=t1.ORIGIN_AIRPORT ^ t0.DISTANCE=t1.DISTANCE->t0.DESTINATION_AIRPORT=t1.DESTINATION_AIRPORT,0.00044466444444444446,0.964885886363746,"29149,25450,10475,26573,10404,14045,7657,25071,14823,15371,4918,6204,24910,3597,2938,3560,7387,22400,8148,29550,23860,14931,503,11942,8878,23892,8746,2400,7179,1727,18434,905,22653,18038,3444,17375,20483,22084,1711,24232,18302,2811,18153,6366,9482,9456,28084,5383,15264,15961,7109,19379,7838,28687,8038,22346,26960,29667,18313,22963,22154,4001,24051,4852,23263,26956,28674,11071,16623,5723,12433,15466,19300,9569,1782,28484,24445,9567,9006,20774,4351,6496,10405,1853,7455,17519,26661,15041,13727,1607,108,22386,21257,12096,25117,979,13842,12298,18526,14977,10980,7792,9820,13206,8748,4547,28539,27140,2594,15600,13799,25235,1192,27769,11477,17095,8150,27241,17184,28702,17378,4024,21476,26070,3435,24537,3329,20909,24860,20632,16155,6337,22051,3691,29895,20973,12402,11884,25700,9531,2331,21504,515,17746,15861,16788,28860,21899,21643,15875,26616,27775,28604,24402,5291,4330,17187,21116,9185,4616,11801,18514,13407,1931,26207,17125,22833,12847,23332,18552,6300,26146,21728,13989,15794,25945,24612,26969,2797,12803,17562,12827,28549,3960,8485,20553,21936,20367,26659,16744,9414,27266,10601,25555,3775,7444,5240,11842,14184,7224,5598,26771,27795,24441,23538,3781,19330,26197,7264,23379,28077,12545,22568,21277,26572,23154,24983,13972,21487,19257,17025,12160,14345,12614,22538,828,15749,17542,19339,26016,13665,11270,18767,17848,21548,19721,24260,1600,9266,23861,28239,26753,10893,3621,15718,5486,1196,19740,10180,14579,5808,9864,5926,2220,1094,20812,19438,20149,18221,2972,19378,14234,14067,22053,10727,25425,7794,9485,12414,8195,6328,3220,8206,19830,15016,20145,17801,19240,24522,15780,17847,27435,11292,28982,10065,9126,17606,26910,12487,3079,13668,22344,26415,3515,19646,18148,26397,22691,11657,4968,14597,4711,21377,22194,4581,22248,21008,2532,17875,28199,1784,24348,19700,2412,25047,20452,8461,18116,5587,20930,15759,18770,27843,23830,2078,15611,14176,16647,17605,4829,22433,21965,12786,6369,27575,14743,6230,27328,16579,20331,11154,11392,21081,22846,19287,18080,28126,10115,14731,11505,28578,26403,3542,2393,28715,5116,10818,8809,16455,17903,20278,5324,6551,21835,15753,17328,16967,3303,26061,20610,10784,29296,27361,7768,12807,21768,17325,26786,28924,840,21584,3371,16598,12875,28934,22773,16558,4786,16261,25075,2136,6221,11257,3008,13244,1754,26760,8285,1505,20661,29140,3298,4213,15729,2151,5079,19456,11501,14747,24631,26038,15763,29695,28192,3813,19189,11010,8278,23647"
0(t0)^0(t1) ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.DISTANCE=t1.DISTANCE ^ t0.CANCELLATION_REASON=A->t0.DESTINATION_AIRPORT=t1.DESTINATION_AIRPORT,0.0048,0.96,"27891,10026,29331,16087,13381,14043,943,17289,29801,19334,23674,4230,5719,12975,21370,11686,15369,24430,24681,23712,18726,29581,17334,8808,10067,24589,9277,14885,22162,24211,8895,21908,22411,28662,14652,21706,10594,17117,22801"
0(t0)^0(t1) ^ t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL ^ t0.ARRIVAL_TIME=t1.ARRIVAL_TIME->t0.ARRIVAL_DELAY=t1.ARRIVAL_DELAY,0.000024053333333333332,0.9999076212471132,"23629,23620,9705,6551,13300,15847,10892,22560,19357,8495,17056,19609,13841,21153,21301,20752,6841,13399,7938,12392,14297,8996,21165,28639,15352,1484,14862,29083,10297,3208,3616,29145,27779,16032,17524,24887,10045,25053,1541,27172,5690,27561,8794,14369,24865,2327,11770,20789,20701,24757,19058,21190,2196,19831,20828,19133,11225,11041,25131,23453,21676,23411,27640,215,3681"
