ree,support,confidence,error
0(t0)^0(t1) ^ t0.WHEELS_OFF=t1.WHEELS_OFF ^ t0.DESTINATION_AIRPORT=t1.DESTINATION_AIRPORT ^ t0.DEPARTURE_DELAY=t1.DEPARTURE_DELAY ^ t0.CANCELLATION_REASON=->t0.TAXI_OUT=t1.TAXI_OUT,0.9698,0.96999399879976,
0(t0)^0(t1) ^ t0.LATE_AIRCRAFT_DELAY=t1.LATE_AIRCRAFT_DELAY->t0.SECURITY_DELAY=t1.SECURITY_DELAY,0.00797700875,0.9911115949803365,"30833,21347,23387,7159,29692,34169,12533,30662,20301,8712,32571,35588,26897,32461,4094,34688,13435,37670,21526,3676,6687,29644"
0(t0)^0(t1) ^ t0.AIR_SYSTEM_DELAY=t1.AIR_SYSTEM_DELAY->t0.SECURITY_DELAY=t1.SECURITY_DELAY,0.00785709125,0.995881595147526,"13435,37670,21526,32461,26897,34688,29644,23387,35588,29692,4094,32571,20301,7159,34169,6687,3676,30833,12533,21347,30662,8712"
0(t0)^0(t1) ^ t0.AIRLINE_DELAY=t1.AIRLINE_DELAY->t0.SECURITY_DELAY=t1.SECURITY_DELAY,0.00697803375,0.9888725801754539,"4094,29644,3676,37670,12533,7159,23387,30833,6687,35588,30662,34169,34688,32461,26897,32571,13435,29692,8712,20301,21347,21526"
0(t0)^0(t1) ^ t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL ^ t0.DISTANCE=t1.DISTANCE ^ t0.CANCELLATION_REASON=B->t0.SECURITY_DELAY=t1.SECURITY_DELAY,0.007,0.9722222222222222,"39805,16460,29848,7404,24684,5448,31844,29278,39655,9226,12046,31959,27725,11280,19728,23949,15895,8563,13435,29430,29343,25624,28960,30516,23248,34867,12406,16517,36194,25172,734,32559,19515,9600,8133,17085,35285,16973,6020,21109,36412,28429,15311,34567,12398,28192,15835,232,9309,15645,12003,35817,34903,35016,3396,17947,21356,1758,22469,22847,36305,38283,14697,1329,18341,9649,14103,27219,25603,6153,37156,37101,12079,10982,19624,33806,4027,6256,15364,28361,4574,14668,31887,22570,15335,4352,9319,4935,824,19528,39903,900,30414,15281,4256,14725,31758,15699,10458,7046,27037,17972,21417,16389,4087,36470,20407,27201,6260,10250,15522,28059,37850,18825,35932,6939,20725,31040,24800,10521,10984,18863,24717,9366,14537,20793,2709,26670,23612,37187,14555,27026,7687,20547,29657,2707,1615,25684,13294,26060,10818,2090,27739,33353,23945,30059,13540,34353,35325,38205,20538,21863,23567,11619,38648,33948,25211,34571,36147,16528,24997,760,3037,23322,14910,39095,13818,24923,21644,12965,9454,2079,37682,541,33053,27815,21363,35694,32944,6539,31744,22736,39632,29457,6407,18561,18884,11264,24839,6122,6234,27673,2468,23095,12765,7141,6014,27242,27613,1508,22948,18812,11982,3267,31931,37696,11488,845,32640,11807,22033,1793,11023,5234,14467,10858,17464,39917,20234,23868,35273,6047,31397,29173,4045,19050,23047,25698,24272,10640,6849,2644,31074,17431,18952,9183,3163,20527,22142,27979,14608,22348,5522,7792,14567,23804,6655,27116,8773,13439,32569,34173,34689,12833,12544,30379,12185,6120,39212,4363,19849,3594,37311,18384,1535,28320,30953,21873,390,25846,6448,2464,27477,3330,32889,21475,9604,3367,7722,33185,9440,24097,7620,11996,11670,39344,4595,17192,18641,36550,29954,37536,2861,34638,23278,22923,29070,16496,10043,4267,39183,577,35004,1981,278,26125,24764,35188,20742,26514,35946,20032,28266,39256,3001,19209,23312,18043,37849,6347,612,24439,33414,23297,10335,32225,11588,36008,27044,28176,28011,2479,22863,28029,11675,1238,23782,9200,39407,21661,37681,6473,19115,32340,7584,14283,2071,37627,24216,3030,12685,9644,15006,19555,30631,26061,10247,38703,35767,15340,30146,9534,36840,11420,15744,38592,1731,15225,5905,30684,10868,38927,3340,1753,36299,29392,14136,29291,35998,2741,14675,38376,10854,23251,30958,29941,8270,13022,32582,30726,10780,26944,7962,24720,31497,19914,31047,21659,12908,4012,2885,7575,7537,36855,30849,24172,24222,17988,25344,2324,554,33672,29049,3194,32392,15045,18227,24218,16473,24880,24251,7308,15211,18431,2094,36498,6411,15460,38330,4705,25663,13271,2038,30947,14653,16348,2281,23276,15950,16449,18638,23895,30124,15768,12790,3945,15802,30540,29794,16875,1904,32185,27488,10601,9974,26701,11552,29610,32936,39075,14422,19175,20969,32515,24637,18553,4340,12462,14672,10596,8941,17693,16268,39357,29831,3218,20641,8548,38974,20622,13273,36094,36279,9865,20206,20554,25108,2969,3508,37477,32297,25610,37589,8359,33488,30666"
0(t0)^0(t1) ^ t1.CANCELLATION_REASON=B ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.DESTINATION_AIRPORT=t1.DESTINATION_AIRPORT->t0.SECURITY_DELAY=t1.SECURITY_DELAY,0.0054,0.9642857142857143,"1981,4574,19115,17954,15460,9865,6819,10556,38592,19555,6260,37477,7620,32582,4028,16517,26514,25514,12959,26944,28022,11969,10457,14608,2913,3194,29831,39407,14567,8716,30953,39863,23047,20234,30540,23763,14964,16473,7572,5052,36299,12685,17664,39568,32340,13273,23248,10780,34571,21863,19036,13540,17839,9366,22863,4635,36840,18141,18952,28764,17693,36094,25624,18431,15567,31844,14941,19993,17192,2867,25521,33488,16268,36383,9329,35932,10247,7584,20206,2347,14725,36498,8453,38376,17464,4702,11023,28192,37156,4267,11264,2468,35313,14682,31959,14838,23736,13439,278,12462,11488,10250,5020,19686,12965,27496,2707,31714,24508,35998,36147,9183,37340,24684,1521,30958,29242,3330,24216,24839,26118,5522,24439,31687,18786,4935,12908,29997,9209,39212,20890,29291,11749,30414,35801,8548,8270,20997,12544,31161,15045,14467,31931,30947,39917,17988,6915,23278,32569,7722,5117,22948,4842,23322,37696,16449,13288,34638,19209,9534,25344,35817,2479,13271,16875,32944,29848,14422,19512,11287,31586,29187,31675,18553,15314,33570,16313,29430,36093,25603,35188,27026,25409,28960,39344,11478,36305,11290,27116,29711,4340,17024,15971,37101,27477,30516,18638,29343,21733,23868,21417,33806,13729,25172,29173,6256,34867,21873,23804,14283,3945,12398,27219,25108,9600,25974,20538,35946,7962,10818,27815,32515,35941,33672,26940,10698,9273,15381,1508,35282,7351,34934,31593,4516,30059,24536,725,12771,19528,33053,23945,11062,3163,27195,24880,30684,734,14369,31497,1793,6755,5234,5848,18863,6448,2299,14537,2969,7001,28429,21705,24841,23612,9644,37945,38055,27979,36550,27201,3218,28176,25846,7687,24172,4352,20032,21659,6473,15006,16506,14858,6407,23567,4090,6655,29657,24272,6120,3410,25257,32328,9454,20793,32931,35767,22923,4329,7046,11982,22736,632,9319,17878,15281,9967,554,32220,31040,33676,30631,17972,22847,23671,23276,37187,1758,9309,17200,7063,24097,39048,4256,13435,19515,19624,32889,6173,11878,16422,3116,30849,26958,31099,14011,21109,13294,2657,39805,20407,1731,16389,27044,29941,17805,4179,36008,5905,3508,12765,3597,22033,14675,16528,7792,24251,15361,4363,19175,7374,28361,7141,32936,29610,26061,27333,23095,15796,6014,5095,28589,541,1329,15378,23297,10043,15364,26670,7404,26000,12185,27495,15456,36279,1535,10521,7611,1317,17302,390,35787,13022,23813,27488,27037,10120,26701,7007,16327,38974,8359,10596,16496,35016,18391,5758,37789,15311,527,12003,32392,27548,37374,22469,24764,9655,3037,15983,34173,18699,22348,16460,27338,35004,10622,34016,2861,10601,36831,6122,31397,37681,15335,2744,16682,11721,2094,14672,24218,30726,15522,22613,10858,24800,2090,3396,824,9440,7852,6539,26298,29954,33185,3267,30269,23895,10640,37311,10984,6000,17085,1742,25610,1238,26760,38205,14741,20527,29794,23782,2743,23161,15316,19728,22521,38924,27725,31600,10458,13818,35273,36470,1696,26687,12075,14886,20641,900,35200,10868,1615,34567,11142,4705,35869,15744,8764,33759,22077,20067,28011,9200,20622,10335,14697,20345,181,30175,17431,10982,4087,29212,31507,9604,25663,11670,18717,27242,6954,232,6411,20725,34410,26125,2174,21475,15950,7759,19318,22910,6939,8941,18884,2071,14024,32185,22719,28029,15340,27739,18641,14910,25571,32611,10854,35285,29027,8845,28320,14136,2644,1753,36588,39138,34353,8131,25211,38648,21363,6099,21644,22142,31074,11294,23251,37589,11996,30666,19914,2464,15211,8563,3340,29750,29278,32169,14555,34771,36855,30124,38466,4045,10464,12833,3030,39095,29392,5455,30379,3884,3367,20554,24637,32640,2885,33353,18319,4012,27673,27741,37682,37627,18785,21067,34933,11807,25195,2458,18188,32321,7537,16348,29049,25698,31047,37850,21607,38703,7575,15835,13792,11577,21939,292,29457,18812,20547,467,18561,36412,28476,18602,10404,2079,35848,28059,6020,29231,36194,24717,39655,31758,23943,612,2038,37904,33948,34689,14668,32225,21661,39903,19050,26130,9297,27613,11552,4595,11619,2324,37048,25684,15699,14653,8133,6047,15802,4514,577,4883,7061,35694,3239,22570,15645,33919,10187,5448,18825,21356,12046,12079,21072,18227,18698,15225,35325,24720,23312,37849,23484,24304,4774,8773,35824,38283,38330,33414,23084,2709,29070,4027,28266,36885,39183,20049,24987"
0(t0)^0(t1) ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.DESTINATION_AIRPORT=t1.DESTINATION_AIRPORT ^ t0.CANCELLATION_REASON=B->t0.SECURITY_DELAY=t1.SECURITY_DELAY,0.0054,0.9642857142857143,"6473,26514,37789,10335,11982,15835,6260,18641,12003,14941,23484,2324,1317,39344,13294,22613,38376,6448,10818,29231,17302,16313,21475,13273,9183,26130,20622,14608,16460,5448,12462,20641,32185,20538,5522,24841,15364,25624,27477,11969,38330,35325,3410,1508,4516,33488,17954,12685,4935,6014,2913,7687,20725,29657,35285,18952,36147,10601,15456,4012,38205,29457,3030,12185,21705,26061,9273,19624,181,27242,14725,3396,6120,34934,12544,30666,12833,31040,7620,26670,11287,29049,4635,35200,2038,31047,33570,1742,7572,18698,37849,4595,29392,3218,1753,8773,31593,6819,16449,13022,23945,28960,22570,20997,33414,16517,18188,14024,39048,13439,3330,37311,31931,10698,24097,12771,10404,28029,13288,23322,31497,7001,9655,27979,7792,15361,34410,32582,32392,33676,18786,36299,36383,22847,22521,7061,21659,23813,725,29711,19318,16506,24251,7611,17431,21733,30379,2867,37850,7575,27495,11552,19036,14697,17200,25514,25846,8270,13540,541,2458,25521,21356,17464,16682,31507,36008,23047,20234,18141,15796,22948,21109,36279,3884,11488,13818,21661,33919,37101,2861,39805,14682,232,24304,27741,34016,28361,20067,24536,36885,10120,10247,13792,24216,7852,2709,30540,30414,3239,32569,23297,278,8133,23804,16875,18391,27673,30958,8131,23895,10984,23161,6411,18431,35016,13435,15314,25195,1238,36412,16496,2885,28176,16327,27333,6256,31586,13271,5117,27037,7046,34867,3037,22469,27201,37696,6020,38283,12959,10043,6047,28589,1535,15699,9534,23084,30631,2174,3508,19728,19512,27613,25603,32328,33672,29941,20527,22863,38648,25172,36855,5455,8716,11294,23095,38974,17192,26760,3597,15006,554,37627,17839,27195,24508,31161,27496,29750,15971,21363,18561,3945,8563,4883,24218,4045,31600,22142,32944,24172,9644,6099,27548,15316,734,13729,5095,24637,9600,25663,35946,38466,9440,32936,39212,33353,32340,6000,28022,32611,24880,16389,26298,28192,19528,20049,2299,29954,31687,35869,4179,11023,14369,29610,15802,26701,2079,14136,29831,7141,900,6755,10640,19555,20206,37945,38924,38055,35941,38703,23671,10458,17988,2090,18638,16528,11996,4363,15311,22033,18812,4514,31397,19993,32640,9366,23567,22077,11670,2071,5848,390,10250,29242,26687,39917,36194,2347,21644,28476,5905,7537,18884,5052,7007,29187,23251,34173,19914,24720,27116,18319,11878,4842,25684,20345,14011,31844,18717,35848,27026,30516,19209,8845,6954,14537,34689,16422,12965,20793,14653,6539,31074,4702,14910,2743,4256,10187,11264,25409,25610,21417,17024,1329,9309,37187,33759,37682,1793,30947,6407,4705,34571,18699,11721,632,22719,7374,29027,7759,28764,34638,15645,14467,2644,7351,27338,36840,14886,17878,27815,36550,6915,15522,17085,8941,5234,8764,4340,527,22736,26944,5020,11062,39407,18227,8359,18863,35188,22910,35694,17805,14838,7404,29848,25698,612,37589,24272,21863,24987,35817,18602,12075,26940,11807,467,1615,12079,33806,12765,23278,18553,3163,26125,1696,14675,7063,3194,32169,2657,9865,12398,25211,1521,25344,8453,34353,15950,2479,25108,12908,2468,9454,4087,39183,30059,10556,11577,15335,1758,10780,21067,32931,15460,30684,23736,14741,23612,27044,31714,11478,10858,14964,1981,11290,3267,22923,9200,3116,24439,28320,37156,28429,29070,4027,7962,37374,15340,39655,15045,24684,37048,35824,9319,34933,36831,21607,29343,35932,4090,2464,29997,14672,39568,24717,31675,5758,39863,3367,36305,30849,16473,31758,33948,32225,31099,34567,19175,21939,18825,17972,21873,10854,36094,34771,577,37681,29173,24839,28266,11749,23782,19050,36470,15744,18785,28011,35313,10596,14668,39138,2094,19115,10868,37904,29794,37340,35801,23248,292,9967,23868,7584,14283,9297,2744,10622,29291,30726,6939,32515,6122,27488,26958,33185,20890,38592,24764,4267,4329,35787,21072,23276,4028,20407,30124,2707,30953,9329,35998,11142,29278,25974,4774,24800,35767,36093,23943,15381,32220,19515,23763,16268,39903,2969,16348,25571,1731,15567,28059,15378,31959,27219,37477,36588,6655,20547,10521,15983,29430,39095,19686,14422,7722,32889,26000,8548,15225,9604,12046,35004,29212,30269,15281,10457,17693,824,11619,27725,32321,10982,36498,9209,30175,27739,6173,4352,14567,23312,35273,4574,20032,14555,35282,15211,20554,26118,33053,10464,22348,14858,17664,3340,25257"
0(t0)^0(t1) ^ t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.CANCELLATION_REASON=B->t0.SECURITY_DELAY=t1.SECURITY_DELAY,0.009,0.9574468085106383,"15311,900,27026,39095,4340,30684,33185,10250,23782,14555,27116,14672,20554,10858,20793,36840,16718,8563,32640,15211,3030,15281,10521,3267,23278,37627,8773,10458,4087,18863,16875,5020,15950,18952,5522,19914,23248,7611,12965,1981,14567,33672,21356,11488,3340,36470,18561,24097,7351,20641,824,37682,12079,37065,23161,3945,38924,22469,29392,15971,23322,29954,10360,36299,37374,6120,10601,34934,2707,28589,7230,28361,23945,2079,2885,32225,9865,24216,15364,23567,13435,22736,2071,13271,3418,24841,31844,10335,16449,34867,9454,14608,16389,3218,18641,25172,2038,19175,27739,16348,27613,23813,3163,21863,36498,1238,25409,20538,1615,39655,36049,8548,2644,11982,28029,18576,30059,34689,39568,18431,7537,1753,26944,24637,390,3396,6014,612,19515,38592,16268,17988,9319,33806,28192,29610,4045,35998,26125,35004,9297,22570,30947,35313,24720,10984,278,33948,20206,2969,27815,23297,14653,35694,23895,6122,12398,29173,34567,6047,30631,15835,11670,2299,12891,37101,36147,13439,29278,29941,38330,4256,29831,12908,24251,7792,31959,25108,39212,28059,33414,4352,17693,26670,14422,4595,31586,22033,24439,554,10247,19528,27725,39183,9366,24272,38205,23276,1731,18812,28176,13273,30540,31497,29070,15744,7575,27201,14675,1329,29049,15699,23312,24839,28266,9200,12833,3508,20234,29343,8941,35016,29430,36279,10982,27242,7404,16473,4267,35188,10780,32515,24172,22923,19115,21109,24880,8845,28960,14668,11552,15225,7722,28429,10120,6655,37849,11996,37477,31931,3037,21363,32889,15335,14283,11577,36550,30726,31047,22348,19050,4027,14136,19728,23047,37589,33053,12959,17664,30124,36008,8270,30516,32944,24218,15340,35869,28011,18825,16496,25603,31074,38703,19787,12185,2741,32582,25571,7687,39256,32185,11916,18638,17972,20407,24304,19318,13022,34173,7141,32340,30666,27488,6448,39917,16517,38648,9534,6411,30849,21644,25663,26061,12685,14583,38376,24764,1758,9644,19209,32392,11749,577,6539,14467,4179,39407,23251,6939,24987,33353,36094,13540,26514,15802,5424,15006,12046,21475,11478,19624,36855,14537,37850,5234,36305,22521,31507,35285,38974,12462,28320,20527,11023,30269,30175,18884,13294,39344,4574,25684,15645,16460,37681,1535,23612,18553,30379,5448,14725,10640,27037,17192,29748,18227,25846,10854,2479,30953,2709,14741,33366,22847,13818,1508,6260,27548,23484,30958,232,25624,4363,37311,11807,24717,21873,1793,6256,2861,11264,27477,2090,34571,34638,20547,21661,9604,9440,25698,15522,9600,10596,38283,12765,37187,2324,34353,20622,29457,37156,4935,15045,14662,15460,7962,35767,35325,17464,21659,29657,31675,3194,6473,33488,29794,27979,2464,14910,10868,4705,35946,10818,2468,10557,27219,29291,25610,8359,14697,10043,22142,36194,4012,23868,23804,31758,19555,29848,25211,6020,5117,30414,36412,7584,9967,26701,39805,23943,5905,25514,39903,22863,16528,32936,8453,9309,7620,6407,24800,12003,32569,18356,27044,37696,3367,17085,2094,734,11619,27673,31397,25344,35932,35273,9183,541,35817,7046,22948,23095,21417,17431,3330,20725"
0(t0)^0(t1) ^ t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.CANCELLATION_REASON=->t0.SCHEDULED_TIME=t1.SCHEDULED_TIME,0.954,0.9701037217815741,
0(t0)^0(t1) ^ t0.TAXI_OUT=t1.TAXI_OUT ^ t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL ^ t0.DISTANCE=t1.DISTANCE ^ t0.CANCELLATION_REASON=->t0.SCHEDULED_TIME=t1.SCHEDULED_TIME,0.989,0.9891978395679136,
