ree,support,confidence,error
0(t0)^0(t1) ^ t0.ORIGIN_AIRPORT=t1.ORIGIN_AIRPORT ^ t0.DESTINATION_AIRPORT=t1.DESTINATION_AIRPORT->t0.DISTANCE=t1.DISTANCE,0.0004453,0.997089117778773,"7753,5760,8648,2415,1584,5637,7455,5640,9520,6037,1259,1282,7263,2709,1940,6373,6769,4475,1333,5719,8082,8709,9509,8617,2331,9817,2132,2077"
0(t0)^0(t1) ^ t0.DISTANCE=t1.DISTANCE ^ t0.DESTINATION_AIRPORT=t1.DESTINATION_AIRPORT->t0.ORIGIN_AIRPORT=t1.ORIGIN_AIRPORT,0.0004453,0.9661951050164902,"3831,2729,4776,4969,7811,2305,543,7462,7953,507,5901,6076,1988,2261,4679,88,9777,7371,6886,5644,3879,3792,3522,9557,4475,1697,1126,4041,5957,807,3547,2555,6625,9955,7842,4343,5108,7308,9412,3888,2008,2939,4252,2715,904,837,3210,8476,9379,8221,4793,255,5007,207,4096,8981,4953,2401,2423,2888,9520,8975,6083,409,2104,142,2290,5640,400,3366,7247,3852,7409,2254,7932,1487,1761,7870,5286,5541,7807,253,10,3203,8118,505,3741,8419,2255,5721,9364,1242,9011,5318,5211,327,9565,2522,2265,3542,1097,1282"
0(t0)^0(t1) ^ t0.ORIGIN_AIRPORT=t1.ORIGIN_AIRPORT ^ t0.DISTANCE=t1.DISTANCE->t0.DESTINATION_AIRPORT=t1.DESTINATION_AIRPORT,0.0004453,0.9673284963288005,"979,4330,8626,6221,3621,3597,2640,3665,3298,9126,5291,8461,5486,2412,6000,4547,7657,2220,108,4918,831,1856,8206,4351,9157,3775,1600,9031,2594,2400,2331,5808,6337,8746,4829,6369,3220,3542,9531,2811,828,2653,2797,9864,8878,6204,8176,3960,7179,6366,4852,6300,3243,1853,7444,2136,5253,7264,9820,8038,9485,3008,5723,3303,3543,5116,3560,1754,5190,1931,5587,3781,4581,3371,5926,1727,5383,4024,9567,534,2532,9948,3515,7487,9482,7455,158,7387,6328,3079,2972,8384,1784,3813,8285,4616,5598,1192,7641,1607,1094,8213,8845,3435,1711,7768,6560,2078"
0(t0)^0(t1) ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.DISTANCE=t1.DISTANCE->t0.AIRLINE=t1.AIRLINE,0.00003154,0.9580801944106926,"18,9462,4332,3990,9648,1251,7114,9668,4754,9750,4892,4601,6297,8161,7733,3495,9617,7930,1902,4780,8716,4593,852,341,1615,1389,8977,7041,6168,7925,4106,7955,6628,477,3155,7172,1402,6166,7931,869,1114,3730,2416,9359,7007,4361,826,5272,3700,6059,4465,3283,4515,1922,6397,3361,1869,2466,7234,5812,5472,7662,7640,1919,2029,1441,7523,4927,1537,9960,946,8811,1669,1092,6819,8801,8770,3922,1964,6695,5167,918,9843"
0(t0)^0(t1) ^ t0.ORIGIN_AIRPORT=t1.ORIGIN_AIRPORT ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.DESTINATION_AIRPORT=t1.DESTINATION_AIRPORT->t0.AIRLINE=t1.AIRLINE,0.00002176,0.9602824360105914,"9462,5812,1869,7114,7640,6397,6166,7925,2416,1615,4754,1092,1902,7523,1919,3361,9617,9668,7351,6628,1114,9648,4515,4361,6168,5272,6059,4465,1441,6297,946,9750,852,9960,3922,2029,4593,9359,826,8977,1273,341,4780,7931,6695,7172,7234,3155,1402,3990,7005,5167,8801,8811,1964,3730,1669,9843,477,8716,1537,8770,6819,7007"
