ree,support,confidence,error
0(t0)^0(t1) ^ t0.ORIGIN_AIRPORT=t1.ORIGIN_AIRPORT ^ t0.DESTINATION_AIRPORT=t1.DESTINATION_AIRPORT->t0.DISTANCE=t1.DISTANCE,0.0004453,0.997089117778773,"5719,2415,2709,5760,8617,8648,6037,2331,7753,9520,1282,6373,7455,8709,4475,1333,5637,8082,9509,2132,5640,1259,1584,9817,6769,1940,2077,7263"
0(t0)^0(t1) ^ t0.DISTANCE=t1.DISTANCE ^ t0.DESTINATION_AIRPORT=t1.DESTINATION_AIRPORT->t0.ORIGIN_AIRPORT=t1.ORIGIN_AIRPORT,0.0004453,0.9661951050164902,"9520,9011,4969,9364,8419,2254,5318,9557,7953,2715,9379,2290,7308,4343,3547,2305,9955,2008,9777,7932,4096,7807,4041,2729,1242,4953,2265,7462,2255,5007,7409,6625,3792,1282,9565,807,8118,8975,5721,6076,2888,5640,1697,3366,327,253,3888,4252,837,7870,1487,1988,2261,543,8476,2939,3879,7842,8981,2555,7247,1097,409,10,2423,3210,4776,3542,5286,5541,5957,3741,3522,2104,3831,7811,142,5901,88,7371,2522,5644,207,255,3852,4793,904,5108,400,3203,4679,9412,6083,507,4475,8221,6886,1126,1761,505,2401,5211"
0(t0)^0(t1) ^ t0.ORIGIN_AIRPORT=t1.ORIGIN_AIRPORT ^ t0.DISTANCE=t1.DISTANCE->t0.DESTINATION_AIRPORT=t1.DESTINATION_AIRPORT,0.0004453,0.9673284963288005,"2532,2811,5190,5116,3371,2797,828,3960,4918,7444,108,8746,2136,4581,4024,4616,4852,1754,2594,9864,7179,5587,1931,3813,6000,3621,1711,2331,1094,8384,3079,1856,6300,6328,9157,8461,5383,3560,2078,3298,3775,3008,9485,158,1784,8878,5723,7641,5291,6560,9820,4547,5486,8285,8176,3243,6366,8038,5926,8626,831,9031,3435,1192,1600,4351,3515,3543,1853,7455,6369,5598,2972,9126,3597,7487,2412,1727,5808,9531,3303,9482,2640,3665,979,2220,3781,5253,1607,4330,8213,6337,7387,7768,3542,3220,7264,7657,6204,4829,9948,8845,2400,9567,2653,8206,6221,534"
0(t0)^0(t1) ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.DISTANCE=t1.DISTANCE->t0.AIRLINE=t1.AIRLINE,0.00003154,0.9580801944106926,"7523,3730,18,9462,1441,4106,1537,3990,9359,3361,3155,5812,852,2029,7007,7733,3495,8801,4332,7662,9668,477,6819,4515,6297,8770,946,5167,1615,4754,1402,8161,4780,7640,1114,6059,6166,4892,4465,1669,6628,6695,4927,1092,9843,7114,8716,3922,6168,9648,1389,869,341,1964,2466,7955,3283,4361,8811,1919,4593,2416,1251,3700,4601,7930,1869,7041,6397,7925,8977,7172,9960,7931,9617,1902,5272,7234,9750,1922,5472,918,826"
0(t0)^0(t1) ^ t0.ORIGIN_AIRPORT=t1.ORIGIN_AIRPORT ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.DESTINATION_AIRPORT=t1.DESTINATION_AIRPORT->t0.AIRLINE=t1.AIRLINE,0.00002176,0.9602824360105914,"8811,5272,1537,8977,341,3730,4780,9960,7925,8770,946,7114,7640,2416,1869,3155,6628,4465,3922,6819,5812,6695,1441,4593,7007,826,4361,852,1114,7234,7931,2029,9843,6166,1669,9648,5167,7351,1919,9359,9750,9462,4754,6168,3990,6059,1402,7172,7005,6397,1902,1092,3361,4515,1615,477,1964,8716,7523,9617,9668,1273,8801,6297"
