ree,support,confidence,error
0(t0)^0(t1) ^ t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER->t0.DISTANCE=t1.DISTANCE,0.00000679,0.9556650246305419,"5061,2968,19553,15229,10644,11497,12183,7600,19773,7085,13706,906,2665,2355,5830,1382,1912,11712,12641,17026,17565,2568,11614,15046,1887,14052,15233,4071,16806,13581,13061,18781,5322,12682,19608,13246,11732,12090,16792,16273,4474,3514,8143,8614,4636,6378,13825,6262,6303,5942,15853,17445,9053,4830,17659,4953,8805,19876,9999,17103,18142,13185,14729,12351,8830,18842,5272,4722,1593,579,1328,4526,14873,4904,7216,12046,1809,2061,14253,13207,10497,11218,6488,3135,3229,2864,184,7066,19591,14235,18983,16542,19684,3564,9922,14351,3375,1939,222,11115,8896,13466,19655,1737,370,5678,1034,4742"
0(t0)^0(t1) ^ t0.ORIGIN_AIRPORT=t1.ORIGIN_AIRPORT ^ t0.DESTINATION_AIRPORT=t1.DESTINATION_AIRPORT->t0.DISTANCE=t1.DISTANCE,0.00044259,0.9952999910047675,"19757,14115,10484,8617,12616,4358,6769,17858,17866,14121,17060,10884,9520,2331,6373,15652,19190,11092,5760,17036,10448,10224,19723,13203,11604,15964,16992,12913,15778,10168,11331,16620,12689,18074,17121,10479,17563,6037,19733,11834,8648,10482,16861,18816,14414,4475,9509,7263,12208,8082,7455,9817,8709,7753,16875,11071,14233,5637,17421,17477,1282,13372,10500,19013,17033,5186,18014,1584,2132,2709,16117"
0(t0)^0(t1) ^ t0.DISTANCE=t1.DISTANCE ^ t0.DESTINATION_AIRPORT=t1.DESTINATION_AIRPORT->t0.ORIGIN_AIRPORT=t1.ORIGIN_AIRPORT,0.00044259,0.9682669904505627,"2729,2659,9011,17142,3879,3852,8221,6647,18396,409,7953,19532,9565,3831,5108,17916,16716,2423,10045,19403,369,15368,5640,10655,7842,8698,2715,18670,12148,19342,4625,14847,8650,4679,10238,3063,400,19769,13959,6553,5796,3210,14789,13430,6625,9364,12574,19534,4096,11690,18726,2741,18380,4343,12236,14523,8136,2261,8118,10881,17887,18993,1697,10823,11940,17667,3542,18921,4793,3888,19127,505,2939,19707,12635,11407,5290,15213,7932,18877,13046,13088,16691,12974,2522,543,10786,15177,6907,14245,9147,11210,13225,2305,6983,9379,11636,11021,11378,3203,1097,19608,4041,9777,13457,18816,15892,1761,16698,3547,15027,9955,19569,15599,13121,5721,18793,12531,19230,12349,15409,15990,5318,13734,16155,10,2888,18140,18024,17828,2008,16020,17371,2401,3741,3522,14239,19567,15014,8975,13829,4129,19981,14879,7087,3255,15025,14438,14979,10889,10864,1282,7308,10361,19701,15348,9520,9220,7870,5996,15317,19990,3366,1988,837,10492,3792,1242,2265,2153,11121,19904,16526,16134,18251,2290,2419,5185,9557,5007,8735,5406,11887,1487,255,11425,2254,253,14937,7526,2050,459,5901,18732,1126,18672,1135,11933,18344,7811,6083,7371,5474,1318,12861,10311,5286,2555,4776,6076,13514,7807,7462,8141,15896,17640,18173,2255,14615,807,306,17291,10370,19346,19336,9412,17087,5957,7409"
0(t0)^0(t1) ^ t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE ^ t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL ^ t0.ORIGIN_AIRPORT=t1.ORIGIN_AIRPORT->t0.SCHEDULED_TIME=t1.SCHEDULED_TIME,0.000006875,0.9649122807017544,"10920,12706,16175,10550,19452,7654,1354,19662,16818,9506,13255,8433,5717,17560,3124,16176,5030,4016,7417,6597,3302,15743,9669,5720,8460,14534,8208,16841,13086,10743,16897,8206,2777,3194,7218,4403,13793,3917,15969,6008,19768,940,5452,11586,10857,10547,16763,14227,6527,4047,16657,17011,12299,916,19428,7282,5902,7900,10472,2929,19639,1158,18789,13232,17605,10756,6375,10373,18692,6192,11742,5621,7017,15823,1477,6050,4799,13045,14684"
0(t0)^0(t1) ^ t0.SCHEDULED_TIME=t1.SCHEDULED_TIME ^ t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE ^ t0.ORIGIN_AIRPORT=t1.ORIGIN_AIRPORT->t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL,0.000006875,0.9683098591549296,"13788,3717,1590,8634,9980,19080,16598,15969,16199,5649,11227,10598,7895,518,1749,1659,10391,7083,16382,11465,11957,8977,1300,14069,3542,2790,17293,757,7828,8615,8551,11663,4123,15487,19541,4474,12347,11647,10913,204,3381,3627,16423,11234,8093,2488,17400,13668,16637,10515,1620,19059,14223,16299,3670,18420,68,14731,13511,9261,5134,5270,18923,7797,14469,1999,4646,16948,11910,18712,11987,8816,5319,5282,6688,8474,6411,821,13021,19970,5323"
0(t0)^0(t1) ^ t0.SCHEDULED_TIME=t1.SCHEDULED_TIME ^ t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL ^ t0.ORIGIN_AIRPORT=t1.ORIGIN_AIRPORT->t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE,0.000006875,0.9835479256080114,"5476,12588,7401,19122,13089,6959,17115,420,518,18408,7094,14517,628,4545,10511,6687,1717,16618,4172,7706,19397,8422,15639,18712,6210,16989,14128,15654,3188,4209,16656,18740,9053,17113,11766,15729,16584"
0(t0)^0(t1) ^ t0.SCHEDULED_TIME=t1.SCHEDULED_TIME ^ t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER->t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL,0.000006185,0.9943729903536977,"1620,19727,7083,16808,11234,8977,16007,10598,11499,19146,6549"
0(t0)^0(t1) ^ t0.SCHEDULED_TIME=t1.SCHEDULED_TIME ^ t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE ^ t0.DISTANCE=t1.DISTANCE->t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL,0.00000729,0.980497646267653,"10572,10598,19727,972,1773,6559,9980,7083,9247,16524,14732,14061,9004,16354,3277,6675,16868,11234,1292,3117,757,5319,19146,6549,5134,12348,821,4646,19473,8634,732,7828,16598,8977,12923,15242,5649,18110,271,16808"
0(t0)^0(t1) ^ t0.SCHEDULED_TIME=t1.SCHEDULED_TIME ^ t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL ^ t0.DISTANCE=t1.DISTANCE->t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE,0.00000729,0.9931880108991825,"10397,4955,1717,19223,13619,19991,4441,19583,13320,604,18097,14691,9228,6759,1481,18408,4666"
0(t0)^0(t1) ^ t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE ^ t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL ^ t0.DESTINATION_AIRPORT=t1.DESTINATION_AIRPORT->t0.SCHEDULED_TIME=t1.SCHEDULED_TIME,0.000007175,0.9676331759946055,"5253,585,13320,16731,12710,11577,1235,13054,13419,3842,730,2433,17132,13443,4325,3732,10552,7703,1716,9947,15223,11515,7289,6375,16831,9919,18985,8383,253,8938,16108,931,15840,16692,15628,14467,10863,2806,14206,2488,11446,6694,16063,2314,5711,8546,10030,9667,14578,15228,6732,2708,13771,18035,16326,15712,11788,15747,10450,15017,2644,6382"
0(t0)^0(t1) ^ t0.SCHEDULED_TIME=t1.SCHEDULED_TIME ^ t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE ^ t0.DESTINATION_AIRPORT=t1.DESTINATION_AIRPORT->t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL,0.000007175,0.9522229595222296,"4247,7682,15028,1983,16104,7083,4503,13222,18858,15799,5649,15483,3322,18069,12756,9316,12641,15375,14162,7289,6889,14332,1620,12766,10170,10909,9361,14590,7462,4646,10726,11551,14340,10526,16199,3043,8634,12004,19179,2097,10509,18808,771,13552,13824,15469,757,7828,5711,13782,18857,19424,15381,5319,18639,9336,11234,3677,16136,6552,7750,1218,16243,2164,285,7094,6540,821,1097,18633,3002,15815,7255,2430,1881,6339,12537,17949,6297,14347,13089,19624,4477,4040,647,9637,16426,10194,17138,5134,19584,10598,18000,7567,16686,8355,8977"
0(t0)^0(t1) ^ t0.SCHEDULED_TIME=t1.SCHEDULED_TIME ^ t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL ^ t0.DESTINATION_AIRPORT=t1.DESTINATION_AIRPORT->t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE,0.000007175,0.9656796769851952,"9862,16688,12337,2552,14694,7410,13678,14036,9667,12744,19384,6706,15117,17167,17376,9228,9443,7644,347,10778,4872,12271,18957,1093,2513,13559,18408,5763,17058,13297,6821,15947,7673,13195,19696,17047,9394,13561,14569,839,11861,1659,8277,1809,2107,416,19938,14823,13782,14705,7183,576,19004,638,11296,10023,1891,17114,11616,16420,5038,9141,18540,17676,4770,2735,13223,10775,19332,12523,10337,1717,18518,5688,18326,2245"
0(t0)^0(t1) ^ t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE ^ t0.MONTH=t1.MONTH ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER->t0.ORIGIN_AIRPORT=t1.ORIGIN_AIRPORT,0.000002975,0.993322203672788,"16101,18290,4551,5622,6499,14134,12586,19154"
0(t0)^0(t1) ^ t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.DAY_OF_WEEK=t1.DAY_OF_WEEK->t0.DISTANCE=t1.DISTANCE,0.000001385,0.9584775086505191,"9297,12360,2078,15944,8020,11499,12539,16718,8676,8790,6656,14334,19009,18407,7168,7254,10766,19526,2031,19670,739,12523,6696,7830"
0(t0)^0(t1) ^ t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.AIRLINE=t1.AIRLINE->t0.DISTANCE=t1.DISTANCE,0.000009615,0.9856483854433624,"18734,11218,1259,12403,6857,5750,8396,9885,7855,7413,5424,4358,10084,15297,6756,2017,13037,18193,18621,16091,13294,9817,7002,19667,12669,7152,15964,2352,13315,18307,2787,13904,14729,12346,2078,1456,9921,19769,7168,7791,11329,13810,1639,10606,16778,12616,1712,11779,19526,4921"
0(t0)^0(t1) ^ t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL ^ t0.MONTH=t1.MONTH ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER->t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE,0.000002725,0.9784560143626571,"10261,1737,10530,18647,14253,8614,4636,3514,18983,1912,11732,7458,16971,16792,3791,9053,7803,8133"
0(t0)^0(t1) ^ t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL ^ t0.MONTH=t1.MONTH ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER->t0.SCHEDULED_TIME=t1.SCHEDULED_TIME,0.000002725,0.9784560143626571,"16971,7803,3791,9053,10530,18647,18983,8133,7458,1737,4636,1912,11732,14253,16792,3514,10261,8614"
