ree,support,confidence,error
0(t0)^0(t1) ^ t0.WHEELS_OFF=t1.WHEELS_OFF ^ t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL ^ t0.DISTANCE=t1.DISTANCE ^ t0.CANCELLATION_REASON=->t0.SCHEDULED_TIME=t1.SCHEDULED_TIME,0.9982,0.9983996799359872,
0(t0)^0(t1) ^ t0.WHEELS_OFF=t1.WHEELS_OFF ^ t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE ^ t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL ^ t0.CANCELLATION_REASON=->t0.SCHEDULED_TIME=t1.SCHEDULED_TIME,0.9936,0.9939975990396158,
0(t0)^0(t1) ^ t0.TAXI_OUT=t1.TAXI_OUT ^ t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.CANCELLATION_REASON=->t0.SCHEDULED_TIME=t1.SCHEDULED_TIME,0.9922,0.9923984796959392,
0(t0)^0(t1) ^ t0.WHEELS_OFF=t1.WHEELS_OFF ^ t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL ^ t0.ORIGIN_AIRPORT=t1.ORIGIN_AIRPORT ^ t0.CANCELLATION_REASON=->t0.SCHEDULED_TIME=t1.SCHEDULED_TIME,0.9938,0.993998799759952,
0(t0)^0(t1) ^ t0.WHEELS_OFF=t1.WHEELS_OFF ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.DISTANCE=t1.DISTANCE ^ t0.CANCELLATION_REASON=->t0.SCHEDULED_TIME=t1.SCHEDULED_TIME,0.9874,0.9875975195039007,
0(t0)^0(t1) ^ t0.WHEELS_OFF=t1.WHEELS_OFF ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.CANCELLATION_REASON= ^ t0.AIRLINE=t1.AIRLINE->t0.SCHEDULED_TIME=t1.SCHEDULED_TIME,0.987,0.98759255553332,
0(t0)^0(t1) ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.DEPARTURE_TIME=t1.DEPARTURE_TIME ^ t0.CANCELLATION_REASON=->t0.SCHEDULED_TIME=t1.SCHEDULED_TIME,0.9834,0.9843843843843844,
0(t0)^0(t1) ^ t0.WHEELS_OFF=t1.WHEELS_OFF ^ t0.SCHEDULED_TIME=t1.SCHEDULED_TIME ^ t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL->t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE,0.0000006755555555555555,0.9838187702265372,"4365,19412,20798,28356,20352,3368,25562,22505,3422,24119"
0(t0)^0(t1) ^ t0.WHEELS_OFF=t1.WHEELS_OFF ^ t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.CANCELLATION_REASON=->t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE,0.9986,0.9991995197118271,
0(t0)^0(t1) ^ t1.CANCELLATION_REASON!=B ^ t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.CANCELLATION_REASON!=C ^ t0.CANCELLATION_REASON!=B->t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE,0.9644,0.9741414141414141,
0(t0)^0(t1) ^ t0.WHEELS_OFF=t1.WHEELS_OFF ^ t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL ^ t0.DISTANCE=t1.DISTANCE ^ t0.CANCELLATION_REASON=->t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE,0.999,0.9991998399679936,
0(t0)^0(t1) ^ t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL ^ t0.DISTANCE=t1.DISTANCE ^ t0.CANCELLATION_REASON=B->t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE,0.0082,0.9761904761904762,"5522,8133,232,12406,18553,15895,20032,29831,11807,3594,9226,24720,20234,845,9200,18043,19849,17947,11420,6849,12974"
0(t0)^0(t1) ^ t0.WHEELS_OFF=t1.WHEELS_OFF ^ t0.SCHEDULED_TIME=t1.SCHEDULED_TIME ^ t0.DISTANCE=t1.DISTANCE ^ t0.CANCELLATION_REASON=->t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE,0.9942,0.9947968781268761,
0(t0)^0(t1) ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.DEPARTURE_TIME=t1.DEPARTURE_TIME ^ t0.CANCELLATION_REASON=->t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE,0.9898,0.9907907907907908,
0(t0)^0(t1) ^ t0.WHEELS_OFF=t1.WHEELS_OFF ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.DESTINATION_AIRPORT=t1.DESTINATION_AIRPORT ^ t0.CANCELLATION_REASON=->t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE,0.9938,0.993998799759952,
0(t0)^0(t1) ^ t0.WHEELS_OFF=t1.WHEELS_OFF ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.DISTANCE=t1.DISTANCE ^ t0.CANCELLATION_REASON=->t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE,0.9942,0.9943988797759552,
0(t0)^0(t1) ^ t0.WHEELS_OFF=t1.WHEELS_OFF ^ t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL ^ t0.ORIGIN_AIRPORT=t1.ORIGIN_AIRPORT ^ t0.CANCELLATION_REASON=->t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE,0.9962,0.9963992798559712,
0(t0)^0(t1) ^ t0.WHEELS_OFF=t1.WHEELS_OFF ^ t0.SCHEDULED_TIME=t1.SCHEDULED_TIME ^ t0.DESTINATION_AIRPORT=t1.DESTINATION_AIRPORT ^ t0.CANCELLATION_REASON=->t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE,0.9958,0.995999199839968,
0(t0)^0(t1) ^ t0.WHEELS_OFF=t1.WHEELS_OFF ^ t0.ORIGIN_AIRPORT=t1.ORIGIN_AIRPORT ^ t0.DISTANCE=t1.DISTANCE ^ t0.CANCELLATION_REASON=->t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE,0.985,0.9851970394078816,
0(t0)^0(t1) ^ t0.WHEELS_OFF=t1.WHEELS_OFF ^ t0.SCHEDULED_TIME=t1.SCHEDULED_TIME ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.CANCELLATION_REASON=->t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL,0.9994,0.9995999199839968,
0(t0)^0(t1) ^ t0.TAXI_OUT=t1.TAXI_OUT ^ t0.SCHEDULED_TIME=t1.SCHEDULED_TIME ^ t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE ^ t0.CANCELLATION_REASON=->t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL,0.9842,0.9843968793758752,
0(t0)^0(t1) ^ t0.TAXI_OUT=t1.TAXI_OUT ^ t0.SCHEDULED_TIME=t1.SCHEDULED_TIME ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.CANCELLATION_REASON=->t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL,0.992,0.9923969587835134,
0(t0)^0(t1) ^ t1.CANCELLATION_REASON=B ^ t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER->t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL,0.01,0.9615384615384616,"13294,3194,15971,13439,2479,9183,24439,1615,22521,16268,5424,14583,28589,11478,23484,18576,8845,4179,9600,29748,19318,13022,11577,25409,10557,3418,16718,7351,17664,8453,11488,23813,5020,15335,29457,12959,24841,10360,11807"
0(t0)^0(t1) ^ t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.CANCELLATION_REASON=B->t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL,0.01,0.9615384615384616,"16268,11577,24841,9600,5020,11807,19318,8845,13294,5424,16718,14583,28589,8453,25409,4179,29457,22521,11478,10557,13022,7351,12959,15971,23484,18576,1615,10360,2479,15335,9183,11488,24439,3194,29748,3418,17664,13439,23813"
0(t0)^0(t1) ^ t0.WHEELS_OFF=t1.WHEELS_OFF ^ t0.SCHEDULED_TIME=t1.SCHEDULED_TIME ^ t0.DESTINATION_AIRPORT=t1.DESTINATION_AIRPORT ^ t0.CANCELLATION_REASON=->t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL,0.9946,0.9947989597919584,
0(t0)^0(t1) ^ t0.WHEELS_OFF=t1.WHEELS_OFF ^ t0.SCHEDULED_TIME=t1.SCHEDULED_TIME ^ t0.ORIGIN_AIRPORT=t1.ORIGIN_AIRPORT ^ t0.CANCELLATION_REASON=->t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL,0.9942,0.9943988797759552,
0(t0)^0(t1) ^ t0.WHEELS_OFF=t1.WHEELS_OFF ^ t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE ^ t0.DISTANCE=t1.DISTANCE ^ t0.CANCELLATION_REASON=->t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL,0.9886,0.9887977595519104,
0(t0)^0(t1) ^ t0.WHEELS_OFF=t1.WHEELS_OFF ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.DESTINATION_AIRPORT=t1.DESTINATION_AIRPORT ^ t0.CANCELLATION_REASON=->t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL,0.993,0.9931986397279456,
0(t0)^0(t1) ^ t0.WHEELS_OFF=t1.WHEELS_OFF ^ t0.ORIGIN_AIRPORT=t1.ORIGIN_AIRPORT ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.CANCELLATION_REASON=->t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL,0.9886,0.9891935161096658,
0(t0)^0(t1) ^ t0.WHEELS_OFF=t1.WHEELS_OFF ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.DISTANCE=t1.DISTANCE ^ t0.CANCELLATION_REASON=->t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL,0.9866,0.9867973594718944,
0(t0)^0(t1) ^ t0.WHEELS_OFF=t1.WHEELS_OFF ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.CANCELLATION_REASON= ^ t0.AIRLINE=t1.AIRLINE->t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL,0.9902,0.9903980796159232,
0(t0)^0(t1) ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.DEPARTURE_TIME=t1.DEPARTURE_TIME ^ t0.CANCELLATION_REASON=->t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL,0.9834,0.9843843843843844,
0(t0)^0(t1) ^ t0.DISTANCE=t1.DISTANCE ^ t0.DESTINATION_AIRPORT=t1.DESTINATION_AIRPORT->t0.ORIGIN_AIRPORT=t1.ORIGIN_AIRPORT,0.00044466444444444446,0.9687959950422186,"15025,25465,16698,7870,12689,4129,4416,22629,1988,18380,23069,10786,5640,17887,6625,10497,5901,25795,9955,11407,24857,5108,25432,21905,22974,2401,6886,25831,13088,16716,21499,8118,22475,12574,20915,12754,29479,1135,24625,11887,4776,4475,13959,5957,23846,15599,22933,24357,2555,23015,27057,14523,24043,11210,14937,21326,13457,1086,29228,18672,5007,18993,11940,9105,1697,27310,11425,24002,4793,27051,18014,19990,18921,22884,3203,19127,9557,6907,10311,26574,29943,18582,9509,26107,18140,9390,243,12635,25477,398,7526,8650,22849,2261,1507,8735,18398,8937,20471,26898,23855,8975,18076,5644,4381,23566,21781,23237,19403,19346,17931,27938,8082,1487,3522,18704,23587,19336,20988,22638,2396,409,14438,19342,26305,28976,5211,10045,9011,142,19635,18859,10370,18173,14615,23596,2595,27861,24848,14879,9220,19701,1126,17371,5721,27448,11121,28875,837,12861,9565,26835,25096,3852,2265,12236,2522,449,255,3831,3063,25792,18344,7462,28662,3939,10,2254,25558,17142,20542,543,15014,5276,11021,20788,15896,3888,505,15409,1282,23604,13734,29025,27974,14245,19904,28240,15027,8221,807,13777,22755,4343,21945,400,3879,26217,27976,6083,29834,24222,1097,28581,7842,10889,15990,27296,2153,15368,29578,29702,12171,18069,28535,22361,3741,15995,19769,18396,13121,19981,19362,14594,2008,2255,9520,16526,26629,14789,10655,14979,25033,20383,21925,15213,11933,4679,5290,18726,24440,8480,29845,19230,22890,6647,26925,26120,3210,15177,24013,19532,19707,9412,2741,18074,21664,6553,4041,23252,7932,17610,2104,8476,22275,7371,11851,2290,18793,22284,9777,6896,2050,22353,3588,7409,28163,16804,22024,21559,23578,2715,3547,25764,5318,27663,4006,24807,17828,7247,13225,26729,2729,7811,5541,29197,1242,19567,20535,28968,3255,18877,16300,10387,17667,19023,1761,19608,23296,25324,10664,4096,6076,2939,13430,16691,26961,16155,23937,10238,20926,19534,5996,59,8141,10492,26439,25215,29683,28150,344,20176,21716,23176,12349,19569,27272,18816,253,10361,18732,12974,2305,25704,21802,2423,7308,28628,8136,12216,21021,28095,16067,28630,12391,25823,16134,3276,9364,3366"
0(t0)^0(t1) ^ t0.WHEELS_OFF=t1.WHEELS_OFF ^ t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.CANCELLATION_REASON=->t0.ORIGIN_AIRPORT=t1.ORIGIN_AIRPORT,0.9986,0.9987997599519904,
0(t0)^0(t1) ^ t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.CANCELLATION_REASON=->t0.ORIGIN_AIRPORT=t1.ORIGIN_AIRPORT,0.9702,0.9817850637522769,
0(t0)^0(t1) ^ t1.CANCELLATION_REASON= ^ t0.SCHEDULED_ARRIVAL=t1.SCHEDULED_ARRIVAL ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.CANCELLATION_REASON=->t0.ORIGIN_AIRPORT=t1.ORIGIN_AIRPORT,0.968,0.9817444219066938,
0(t0)^0(t1) ^ t0.WHEELS_OFF=t1.WHEELS_OFF ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.DISTANCE=t1.DISTANCE ^ t0.CANCELLATION_REASON=->t0.ORIGIN_AIRPORT=t1.ORIGIN_AIRPORT,0.9982,0.9983996799359872,
0(t0)^0(t1) ^ t0.WHEELS_OFF=t1.WHEELS_OFF ^ t0.SCHEDULED_DEPARTURE=t1.SCHEDULED_DEPARTURE ^ t0.FLIGHT_NUMBER=t1.FLIGHT_NUMBER ^ t0.CANCELLATION_REASON=->t0.ORIGIN_AIRPORT=t1.ORIGIN_AIRPORT,0.9982,0.9983996799359872,
